reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
0e08d06e-20da-482b-b4ea-7f57ccccd2b5,Rioaldo,https://play-lh.googleusercontent.com/a/ACg8oc...,Aplikasi Agrolyn sangat membantu untuk menemukan informasi pertanian yang tepat!,5,10,1.0.0,2024-10-03 07:52:45,None,NaT,1.0.0
07690444-986c-4190-b61a-b574e4a42f96,Waqintin,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur forum perlu lebih banyak moderator untuk menjaga kualitas diskusi.,2,15,1.0.0,2024-10-03 07:51:17,None,NaT,1.0.0
d8914636-d950-4626-bf2c-6bea06f49fdf,Waeng,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur deteksi penyakit tanaman sangat membantu dalam perawatan tanaman saya.,5,8,1.0.0,2024-10-03 07:48:00,None,NaT,1.0.0
83126f89-aabf-40c3-b23d-c8b223ce8ceb,Fian,https://play-lh.googleusercontent.com/a/ACg8oc...,Aplikasi ini lambat saat membuka halaman marketplace.,1,12,1.0.0,2024-10-03 07:44:06,None,NaT,1.0.0
68f422e5-a92f-40bc-ace0-af139f3ecfd4,Sahdu ,https://play-lh.googleusercontent.com/a-/ALV-U...,Banyak artikel yang bermanfaat dan mudah dipahami.,4,20,1.0.0,2024-10-03 07:43:49,None,NaT,1.0.0
e35b2f7e-2dbf-4f09-8df0-458ab2767a99,Budi Darmawan,https://play-lh.googleusercontent.com/a-/ALV-U...,"Proses pendaftaran cukup rumit, perlu perbaikan.",2,18,1.0.0,2024-10-03 07:40:30,None,NaT,1.0.0
a4cbb930-7a7e-4658-9446-bcf8568a7a3b,Melinda,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya tidak menemukan informasi yang relevan di forum.,1,25,1.0.0,2024-10-03 07:39:14,None,NaT,1.0.0
7d819244-52d4-451b-b8e4-fd56872cdee3,Dedi ,https://play-lh.googleusercontent.com/a-/ALV-U...,"Sangat senang menggunakan Agrolyn, fitur-fiturnya sangat berguna.",5,13,1.0.0,2024-10-03 07:38:00,None,NaT,1.0.0
f11369b1-329f-4c77-812d-2e12b4735422,Wahyuni,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur notifikasi seringkali terlambat.,2,16,1.0.0,2024-10-03 07:37:30,None,NaT,1.0.0
0e08d06e-20da-482b-b4ea-7f57ccccd2b5,Rio Naldo,https://play-lh.googleusercontent.com/a/ACg8oc...,Aplikasi Agrolyn mengubah cara saya berbisnis dalam pertanian.,5,10,1.0.0,2024-10-03 07:52:45,None,NaT,1.0.0
07690444-986c-4190-b61a-b574e4a42f96,Wahyu Ginting,https://play-lh.googleusercontent.com/a-/ALV-U...,"Fitur marketplace sulit dinavigasi, perlu lebih sederhana.",1,15,1.0.0,2024-10-03 07:51:17,None,NaT,1.0.0
d8914636-d950-4626-bf2c-6bea06f49fdf,Waeng Bae,https://play-lh.googleusercontent.com/a-/ALV-U...,Video tutorial yang ada sangat informatif dan membantu.,4,8,1.0.0,2024-10-03 07:48:00,None,NaT,1.0.0
83126f89-aabf-40c3-b23d-c8b223ce8ceb,Okta Fian,https://play-lh.googleusercontent.com/a/ACg8oc...,Aplikasi ini sering mengalami crash saat digunakan.,2,12,1.0.0,2024-10-03 07:44:06,None,NaT,1.0.0
68f422e5-a92f-40bc-ace0-af139f3ecfd4,Sahdu M,https://play-lh.googleusercontent.com/a-/ALV-U...,Agrolyn membuat proses belajar tentang pertanian menjadi lebih menyenangkan.,5,20,1.0.0,2024-10-03 07:43:49,None,NaT,1.0.0
e35b2f7e-2dbf-4f09-8df0-458ab2767a99,Budi Darmawan,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini sangat berat untuk fitur deteksi dan loading gambar,1,18,1.0.0,2024-10-03 07:40:30,None,NaT,1.0.0
a4cbb930-7a7e-4658-9446-bcf8568a7a3b,Rina Melinda,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur deteksi penyakit tanaman sangat akurat dan mudah digunakan.,5,25,1.0.0,2024-10-03 07:39:14,None,NaT,1.0.0
7d819244-52d4-451b-b8e4-fd56872cdee3,Dedi Supriadi,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya berharap ada lebih banyak artikel yang mendalam.,2,13,1.0.0,2024-10-03 07:38:00,None,NaT,1.0.0
f11369b1-329f-4c77-812d-2e12b4735422,Sinta Wahyuni,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur marketplace harus diperbaiki agar lebih efisien.,1,16,1.0.0,2024-10-03 07:37:30,None,NaT,1.0.0
d67f8f4e-9c0e-4fa7-b0c4-c1f88a6d2ab2,Ahmad Fauzan,https://play-lh.googleusercontent.com/a-/ALV-U...,Forum Agrolyn adalah tempat yang baik untuk berbagi pengalaman.,4,22,1.0.0,2024-10-03 07:35:22,None,NaT,1.0.0
42bfb3bb-fc5f-4f0c-94b7-4cdd69e35e5c,Yusuf Santoso,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini sangat membantu dalam memasarkan produk pertanian saya.,5,17,1.0.0,2024-10-03 07:34:10,None,NaT,1.0.0
aabdbf6e-0232-4262-b1d7-54de35ff7d45,Andi Suryani,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya mengalami kesulitan saat mencoba fitur deteksi penyakit.,1,14,1.0.0,2024-10-03 07:33:50,None,NaT,1.0.0
d894ccfc-7a9a-4747-a0a8-c61b5d16c023,Devi Anggraini,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur artikel harus lebih sering diperbarui dengan informasi terbaru.,2,19,1.0.0,2024-10-03 07:32:30,None,NaT,1.0.0
73ffb4a5-3d94-4d55-8186-858f52b5a6c5,Joko Sutopo,https://play-lh.googleusercontent.com/a-/ALV-U...,Sangat puas dengan pengalaman menggunakan Agrolyn!,4,23,1.0.0,2024-10-03 07:31:05,None,NaT,1.0.0
8f75cfcb-d437-4ae7-bcb6-efb7dc8a07a6,Anwar Budiman,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini tidak selalu responsif pada perangkat lama.,1,20,1.0.0,2024-10-03 07:30:50,None,NaT,1.0.0
64543b84-219b-4f47-88b5-e5c8a7b293fb,Eko Nugroho,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya menyukai fitur notifikasi yang selalu memberi tahu tentang berita terbaru.,5,24,1.0.0,2024-10-03 07:30:10,None,NaT,1.0.0
93f31455-8c16-483a-b6c4-b3b8b94d7dff,Dina Pratiwi,https://play-lh.googleusercontent.com/a-/ALV-U...,"Fitur forum sering kali tidak aktif, perlu promosi lebih.",1,26,1.0.0,2024-10-03 07:29:45,None,NaT,1.0.0
48759ecf-9d50-4b74-b1e3-74b6c8d738fb,Dewi Angkasa,https://play-lh.googleusercontent.com/a-/ALV-U...,Proses pembayaran sangat cepat dan aman.,5,25,1.0.0,2024-10-03 07:28:30,None,NaT,1.0.0
8374d3e8-f013-4e68-bb69-3a1de4db65c9,Rio Ahmad,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi Agrolyn sangat membantu dalam menemukan pembeli.,5,29,1.0.0,2024-10-03 07:28:00,None,NaT,1.0.0
7a5c04a9-bfab-4b4f-b0f8-6db9ad894d3d,Nurhayati,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur deteksi penyakit tanaman sangat berguna untuk petani baru.,4,30,1.0.0,2024-10-03 07:27:20,None,NaT,1.0.0
92c1b5a6-4511-43af-9bc7-3d2db634fa7f,Andini Putri,https://play-lh.googleusercontent.com/a-/ALV-U...,Terlalu banyak masalah teknis dalam aplikasi ini.,2,32,1.0.0,2024-10-03 07:26:55,None,NaT,1.0.0
531c0fb4-2125-4b8d-8d29-fd184bf31eac,Rizky Ramadhan,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya merasa lebih percaya diri dalam bertani berkat Agrolyn.,5,35,1.0.0,2024-10-03 07:26:30,None,NaT,1.0.0
6dbd3ae9-176f-40c1-9ae4-986f193cbf6e,Ariyanto,https://play-lh.googleusercontent.com/a-/ALV-U...,Forum Agrolyn bisa menjadi lebih bermanfaat dengan lebih banyak partisipasi.,3,38,1.0.0,2024-10-03 07:26:10,None,NaT,1.0.0
70cb8452-2134-47fa-8e82-cc5d32475e29,Fadhila Safitri,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini sering mengalami bug yang mengganggu.,2,30,1.0.0,2024-10-03 07:25:00,None,NaT,1.0.0
e720f5a9-3567-4c2d-bf7e-e546b9a2d4bc,Yulianto Siregar,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur pembayaran harus diperjelas dan lebih mudah digunakan.,2,42,1.0.0,2024-10-04 07:50:32,None,NaT,1.0.0
f902c9fb-cb3e-4831-a789-621f61d3b2f6,Gita Anggita,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi Agrolyn membantu saya dalam menjalankan bisnis pertanian.,5,39,1.0.0,2024-10-04 07:49:30,None,NaT,1.0.0
26b20736-3d79-41be-8e1d-c0df74be42b9,Aditya Prasetyo,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya suka bahwa banyak informasi yang bisa diakses secara gratis.,4,50,1.0.0,2024-10-04 07:48:24,None,NaT,1.0.0
3bb18ddf-40c8-4056-8c8e-bfe2aabbcaf6,Fajar Nugraha,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini lambat di perangkat dengan RAM rendah.,2,45,1.0.0,2024-10-04 07:47:00,None,NaT,1.0.0
f7ed7f7c-06e0-4631-902d-e4522c1d0077,Inge Wirawan,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur artikel sangat bermanfaat dan menambah pengetahuan saya.,5,60,1.0.0,2024-10-04 07:45:55,None,NaT,1.0.0
c45374e4-2587-4b3f-9b77-b5e5c5c6d1a8,Agus Susilo,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur notifikasi kadang tidak muncul saat dibutuhkan.,2,33,1.0.0,2024-10-04 07:44:50,None,NaT,1.0.0
4730d58b-b5a4-4e74-9cb3-cfd8b92f1d7d,Heru Wicaksono,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya merasa lebih terhubung dengan petani lain berkat forum.,4,55,1.0.0,2024-10-04 07:43:43,None,NaT,1.0.0
1cf2e26b-c2bc-4f8a-9a47-d8a2dd798b7a,Rika Amalia,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur marketplace mudah digunakan dan intuitif.,5,25,1.0.0,2024-10-04 07:42:34,None,NaT,1.0.0
795f52d3-4c33-4291-9d61-8cdd36236275,Yogi Pranata,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya berharap bisa mendapatkan lebih banyak tutorial video.,3,36,1.0.0,2024-10-04 07:41:27,None,NaT,1.0.0
4f00df11-e490-43b7-b7c5-78406d9b4e25,Dian Safitri,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini sering tidak merespon saat dibuka.,2,48,1.0.0,2024-10-04 07:40:50,None,NaT,1.0.0
37df8477-c529-49f5-8b84-6321235a9b9e,Irfan Maulana,https://play-lh.googleusercontent.com/a-/ALV-U...,Agrolyn adalah aplikasi yang wajib dimiliki petani!,5,35,1.0.0,2024-10-04 07:40:10,None,NaT,1.0.0
0f5fa93b-c71f-47ea-85a1-1649497fce76,Siti Rahmawati,https://play-lh.googleusercontent.com/a-/ALV-U...,"Fitur deteksi penyakit tidak selalu akurat, kadang menyesatkan.",2,28,1.0.0,2024-10-04 07:39:48,None,NaT,1.0.0
3acbc02a-fded-4780-9c1b-29a5d68a0c2d,Ari Budiman,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini memberikan banyak wawasan baru tentang pertanian.,4,52,1.0.0,2024-10-04 07:38:40,None,NaT,1.0.0
29c1b358-5fbb-44d1-b06c-4726212df151,Indah Sari,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur forum perlu lebih banyak konten untuk menarik lebih banyak pengguna.,2,50,1.0.0,2024-10-04 07:37:30,None,NaT,1.0.0
a65bf48d-d29d-4fb3-9201-e3ef670c5014,Edi Sutrisno,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya sangat puas dengan kemudahan penggunaan aplikasi Agrolyn.,5,53,1.0.0,2024-10-04 07:36:50,None,NaT,1.0.0
65a6e9b7-c25a-4970-82c3-4dfd9a6b50d6,Rian Maulana,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur artikel harus lebih sering diperbarui.,2,40,1.0.0,2024-10-04 07:36:30,None,NaT,1.0.0
e004a6a5-4e53-41b4-8c43-7f12b1ccf51a,Anton Suhendra,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi Agrolyn adalah sahabat terbaik para petani!,5,60,1.0.0,2024-10-04 07:35:10,None,NaT,1.0.0
ffa31f0b-3a41-4a11-a0a5-40f54f4d58cc,Ratna Kartika,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya mengalami kesulitan saat mencari informasi di forum.,2,33,1.0.0,2024-10-04 07:34:15,None,NaT,1.0.0
29e6f158-4e99-4349-aabc-9f31c54225d2,Reza Rahmadi,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur marketplace sangat membantu dalam proses jual beli.,5,42,1.0.0,2024-10-04 07:33:40,None,NaT,1.0.0
192db4de-51b6-44e1-b5e7-707c88af7dcb,Gina Febriyanti,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya merasa proses pendaftaran terlalu rumit.,1,55,1.0.0,2024-10-04 07:33:10,None,NaT,1.0.0
5fc8d4df-7b9e-4fb7-904d-237ef9404b59,Ryan Setiawan,https://play-lh.googleusercontent.com/a-/ALV-U...,"Saya suka informasi yang tersedia di Agrolyn, sangat mendidik!",4,39,1.0.0,2024-10-04 07:32:55,None,NaT,1.0.0
b315e8b9-fbf6-49b7-9d14-46fe4171093f,Denny Irawan,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini sering keluar sendiri saat saya menggunakannya.,2,50,1.0.0,2024-10-04 07:32:30,None,NaT,1.0.0
2cb6ab89-96bb-41cf-90c2-348c1f57b211,Risa Amelia,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur pembayaran harus lebih sederhana.,2,41,1.0.0,2024-10-04 07:32:00,None,NaT,1.0.0
db129462-287d-44c1-a902-354f8b6f4769,Anggi Supriyadi,https://play-lh.googleusercontent.com/a-/ALV-U...,Forum Agrolyn adalah tempat yang baik untuk belajar dari pengalaman orang lain.,4,38,1.0.0,2024-10-04 07:31:40,None,NaT,1.0.0
c36e5b87-38fa-4ae7-9b13-26bb5d5f62cf,Devi Susanti,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi Agrolyn membuat hidup saya sebagai petani lebih mudah.,5,45,1.0.0,2024-10-04 07:30:30,None,NaT,1.0.0
17bffce1-5b32-4e6f-b978-832c17497cbb,Bambang Sutanto,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur deteksi penyakit tanaman perlu diperbaiki agar lebih akurat.,2,60,1.0.0,2024-10-04 07:30:00,None,NaT,1.0.0
f8db14e7-c09e-466b-b2da-8ef6cfe6ff69,Ratih Kartika,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya sangat menghargai dukungan pelanggan yang cepat.,4,40,1.0.0,2024-10-04 07:29:30,None,NaT,1.0.0
8922f5a9-8373-4f7c-882c-e6f47c5b2072,Dimas Prayoga,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur notifikasi sering tidak berfungsi saat dibutuhkan.,2,32,1.0.0,2024-10-05 09:50:45,None,NaT,1.0.0
bc451fb2-fab3-4c39-8878-5b73016af8a5,Rian Pranata,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi Agrolyn sangat membantu dalam memahami teknik pertanian baru.,5,28,1.0.0,2024-10-05 09:48:30,None,NaT,1.0.0
c398d4d8-4477-4518-8829-4f6a9bb2091e,Sinta Rahayu,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur marketplace sangat menyenangkan dan mudah digunakan.,4,41,1.0.0,2024-10-05 09:47:50,None,NaT,1.0.0
a80b3b9f-97f1-4d53-830f-57f63fdc1979,Ridwan Saputra,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya berharap ada lebih banyak acara atau webinar tentang pertanian.,3,34,1.0.0,2024-10-05 09:46:20,None,NaT,1.0.0
e12a7bd3-142f-4c8b-bdd6-d084fa40ad7e,Winda Sukmawati,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini seringkali lambat saat memuat konten.,2,38,1.0.0,2024-10-05 09:44:55,None,NaT,1.0.0
bc3cb2c8-e36d-4c0f-b4c4-49da5b9ae172,Hendro Permadi,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya mendapatkan banyak informasi yang bermanfaat dari artikel di Agrolyn.,5,40,1.0.0,2024-10-05 09:43:42,None,NaT,1.0.0
1e3b1444-1df5-4be6-8f42-5f8bc7d0197b,Anton Suharto,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur forum bisa menjadi lebih interaktif dengan lebih banyak kegiatan.,3,36,1.0.0,2024-10-05 09:42:35,None,NaT,1.0.0
c1a6f5d8-5a4c-45cf-82b1-2f43f1fa5b3f,Hana Lestari,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi Agrolyn membantu saya dalam berinteraksi dengan petani lain.,5,45,1.0.0,2024-10-05 09:41:20,None,NaT,1.0.0
f4e6b4d6-8872-4be5-9497-e6a839394c79,Bayu Kurniawan,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi dengan fitur modern dan inovatif,5,52,1.0.0,2024-10-05 09:40:00,None,NaT,1.0.0
24a6d57f-6f5d-4b99-9fd1-2f43843c2020,Linda Purwanti,https://play-lh.googleusercontent.com/a-/ALV-U...,Solusi terbaik untuk pertanian digital,5,44,1.0.0,2024-10-05 09:38:50,None,NaT,1.0.0
6832b2bb-7c78-4262-9a7f-5713e4af30f4,Roni Anggoro,https://play-lh.googleusercontent.com/a-/ALV-U...,Agrolyn mempermudah manajemen pertanian saya,4,30,1.0.0,2024-10-05 09:37:40,None,NaT,1.0.0
6edac259-8754-4318-9c59-38d22bf3ae6c,Dedi Setiawan,https://play-lh.googleusercontent.com/a-/ALV-U...,Sangat praktis dan efisien,5,55,1.0.0,2024-10-05 09:36:20,None,NaT,1.0.0
bb67f5ac-3f6e-45d5-9b46-ea7d8f6330b7,Eka Wulandari,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi yang sangat memudahkan,4,37,1.0.0,2024-10-05 09:35:00,None,NaT,1.0.0
4c943ce4-d51f-4d07-91e9-314f83c312a5,Ardi Saputra,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur sangat inovatif dan membantu,5,42,1.0.0,2024-10-05 09:33:48,None,NaT,1.0.0
5f5e60e4-7a8f-41a9-8ae3-b65a530b8b45,Hendra Wijaya,https://play-lh.googleusercontent.com/a-/ALV-U...,Sangat suka dengan fitur-fitur di aplikasi ini,4,38,1.0.0,2024-10-05 09:32:30,None,NaT,1.0.0
68fb2cb3-684d-4d58-96b5-c78b1f55dc79,Galih Septianto,https://play-lh.googleusercontent.com/a-/ALV-U...,Agrolyn sangat bagus untuk pertanian digital,5,50,1.0.0,2024-10-05 09:31:10,None,NaT,1.0.0
